onset	duration	trial_type	writtenTime	pressedTrigger
0	0	Start of recording	22.36	True
120.000002905726	0	Sync	22.38	True
359.999998658895	0	Electrodetest	22.42	True
420.000005140901	0	Went to bed	22.43	True
4919.99999843538	0	Lights Out	23.58	True
27960.0000031292	0	Got up	6.22	True
