onset	duration	trial_type	writtenTime	pressedTrigger
0	0	Start of recording	22.07	True
120.000002905726	0	Sync	22.09	True
239.999995753169	0	Electrodetest	22.11	True
1439.99999463558	0	Went to bed	22.31	True
2579.99999709427	0	Lights Out	22.50	True
30360.0000008941	0	Got up	6.33	True
