onset	duration	trial_type	writtenTime	pressedTrigger
0	0	Start of recording	22.38	True
1259.99999530613	0	Sync	22.59	True
1439.99999463558	0	Electrodetest	23.02	True
2099.99999552965	0	Went to bed	23.13	True
3360.00000089407	0	Lights Out	23.34	True
33479.9999959767	0	Got up	7.56	True
