onset	duration	trial_type	writtenTime	pressedTrigger
0	0	Start of recording	0.42	True
59.9999964237213	0	Sync	0.43	True
300.000002235174	0	Electrodetest	0.47	True
359.999998658895	0	Went to bed	0.48	True
359.999998658895	0	Lights Out	0.48	True
20880.0000026822	0	Got up	6.30	True
